Produto;Descricao;Categoria;EstoqueAtual;CustoUnitario
PC004219;ENGATE DE REBOQUE PESADO ORIGINAL;ARTICULACAO_5RODA;13,0;300,08
PC004220;DISCO DE EMBREAGEM LEVE REMANUFATURADO;TRANSMISSAO;2,0;5794,48
PC004221;SAPATA DE FREIO  ORIGINAL;FREIOS;2,0;107,32
PC004222;BICO INJETOR REFORCADO PARALELA A;MOTOR;6,0;2058,0
PC004223;BUCHA DE MOLA LEVE PARALELA B;SUSPENSAO;184,0;331,44
PC004224;VENTOINHA LEVE PARALELA A;ARREFECIMENTO;5,0;782,76
PC004225;CAMISA DE CILINDRO STD ORIGINAL;MOTOR;7,0;986,67
PC004226;BOMBA INJETORA PESADO ORIGINAL;MOTOR;30,0;1457,37
PC004227;TAMBOR DE FREIO  PARALELA A;FREIOS;15,0;192,13
PC004228;ROLAMENTO DE EMBREAGEM STD ORIGINAL;TRANSMISSAO;11,0;3240,38
PC004229;PINO REI  ORIGINAL;ARTICULACAO_5RODA;38,0;724,24
PC004230;PARA-LAMA PESADO ORIGINAL;CARROCERIA;3,0;259,76
PC004231;VALVULA DE ADMISSAO LEVE PARALELA A;MOTOR;9,0;1648,61
PC004232;PNEU RADIAL 295/80  ORIGINAL;RODAS_PNEUS;3,0;366,57
PC004233;MACANETA DE PORTA LEVE REMANUFATURADO;CARROCERIA;1,0;462,37
PC004234;CUBO DE RODA PESADO REMANUFATURADO;RODAS_PNEUS;24,0;656,07
PC004235;BOMBA D AGUA REFORCADO PARALELA A;ARREFECIMENTO;14,0;425,45
PC004236;PASTILHA DE FREIO  PARALELA A;FREIOS;4,0;201,35
PC004237;CAIXA DE CAMBIO COMPLETA PESADO ORIGINAL;TRANSMISSAO;7,0;6479,57
PC004238;ALTERNADOR STD PARALELA B;ELETRICA;5,0;290,66
PC004239;LANTERNA TRASEIRA PESADO PARALELA B;ELETRICA;24,0;1105,84
PC004240;MOTOR DE PARTIDA  PARALELA A;ELETRICA;43,0;736,81
PC004241;JUNTA DE CABECOTE REFORCADO REMANUFATURADO;MOTOR;7,0;3102,05
PC004242;SENSOR ABS LEVE PARALELA A;ELETRICA;2,0;149,62
PC004243;RESERVATORIO EXPANSAO REFORCADO PARALELA A;ARREFECIMENTO;85,0;337,93
PC004244;TURBO COMPRESSOR  PARALELA A;MOTOR;28,0;3160,25
PC004245;MANGUEIRA RADIADOR PESADO REMANUFATURADO;ARREFECIMENTO;0,0;180,82
PC004246;PINO MESTRE LEVE PARALELA B;SUSPENSAO;3,0;129,72
PC004247;QUINTA RODA COMPLETA STD PARALELA A;ARTICULACAO_5RODA;40,0;979,97
PC004249;PLATO DE EMBREAGEM REFORCADO REMANUFATURADO;TRANSMISSAO;4,0;5420,78
PC004250;FILTRO DE OLEO MOTOR REFORCADO ORIGINAL;MOTOR;16,0;3086,05
PC004251;BATERIA 150AH STD ORIGINAL;ELETRICA;7,0;599,38
PC004252;DISCO DE FREIO  ORIGINAL;FREIOS;43,0;134,31
PC004253;CILINDRO MESTRE  PARALELA A;FREIOS;53,0;89,96
PC004254;CHICOTE ELETRICO REFORCADO REMANUFATURADO;ELETRICA;18,0;1197,52
PC004255;PARAFUSO DE RODA  ORIGINAL;RODAS_PNEUS;17,0;438,2
PC004256;RADIADOR COMPLETO REFORCADO PARALELA B;ARREFECIMENTO;7,0;407,46
PC004257;FILTRO DE OLEO CAMBIO  PARALELA A;FILTROS;18,0;36,7
PC004258;ESPELHO RETROVISOR REFORCADO REMANUFATURADO;CARROCERIA;342,0;697,13
PC004259;RODA DE ACO ARO 22 STD ORIGINAL;RODAS_PNEUS;4,0;562,38
PC004260;VIDRO LATERAL  PARALELA A;CARROCERIA;24,0;896,8
PC004261;MANGOTE PNEUMATICO LEVE ORIGINAL;ARTICULACAO_5RODA;6,0;2037,02
PC004262;PARA-BRISA PESADO REMANUFATURADO;CARROCERIA;0,0;584,44
PC004263;AMORTECEDOR DIANTEIRO PESADO ORIGINAL;SUSPENSAO;1,0;143,65
PC004264;FILTRO DE COMBUSTIVEL STD REMANUFATURADO;FILTROS;7,0;62,52
PC004265;FILTRO DE AR MOTOR  PARALELA A;FILTROS;106,0;87,21
PC004266;VALVULA TERMOSTATICA STD REMANUFATURADO;ARREFECIMENTO;3,0;148,72
PC004267;CAMARA DE AR LEVE PARALELA A;RODAS_PNEUS;19,0;936,59
PC004268;FEIXE DE MOLA LEVE REMANUFATURADO;SUSPENSAO;10,0;703,08
PC004269;CORREIA DENTADA PESADO PARALELA A;MOTOR;2,0;4960,54
PC004270;ROLAMENTO DE RODA STD PARALELA A;RODAS_PNEUS;90,0;1317,54
PC004271;SINCRONIZADOR PESADO PARALELA A;TRANSMISSAO;1,0;4202,43
PC004272;BOLSA DE AR SUSPENSAO PESADO ORIGINAL;SUSPENSAO;50,0;396,91
PC004273;MANGUEIRA DE FREIO AR REFORCADO ORIGINAL;FREIOS;1,0;215,21
PC004274;FILTRO SEPARADOR AGUA REFORCADO ORIGINAL;FILTROS;11,0;101,52
PC004275;LONA DE FREIO REFORCADO REMANUFATURADO;FREIOS;10,0;309,25
PC004276;CRUZETA CARDAN  ORIGINAL;TRANSMISSAO;9,0;3958,08
PC004277;PARA-CHOQUE DIANTEIRO REFORCADO ORIGINAL;CARROCERIA;5,0;536,84
PC004278;VALVULA DE FREIO  ORIGINAL;FREIOS;38,0;292,09
PC004279;FAROL DIANTEIRO LED LEVE ORIGINAL;ELETRICA;129,0;985,22
PC004280;BARRA ESTABILIZADORA  ORIGINAL;SUSPENSAO;14,0;803,39
PC004281;AMORTECEDOR TRASEIRO STD ORIGINAL;SUSPENSAO;0,0;356,82
PC004282;FILTRO DE CABINE REFORCADO ORIGINAL;FILTROS;14,0;44,77
PC004283;ENGATE DE REBOQUE  REMANUFATURADO;ARTICULACAO_5RODA;61,0;2589,01
PC004284;DISCO DE EMBREAGEM PESADO ORIGINAL;TRANSMISSAO;9,0;415,52
PC004286;BICO INJETOR  PARALELA A;MOTOR;25,0;751,48
PC004287;BUCHA DE MOLA LEVE PARALELA B;SUSPENSAO;2,0;710,87
PC004288;VENTOINHA  PARALELA B;ARREFECIMENTO;12,0;919,38
PC004289;CAMISA DE CILINDRO STD PARALELA A;MOTOR;35,0;3720,41
PC004290;BOMBA INJETORA REFORCADO PARALELA B;MOTOR;2,0;1534,51
PC004291;TAMBOR DE FREIO PESADO REMANUFATURADO;FREIOS;35,0;260,11
PC004292;ROLAMENTO DE EMBREAGEM PESADO ORIGINAL;TRANSMISSAO;22,0;3492,69
PC004293;PINO REI REFORCADO ORIGINAL;ARTICULACAO_5RODA;12,0;1563,64
PC004294;PARA-LAMA LEVE ORIGINAL;CARROCERIA;18,0;336,54
PC004295;VALVULA DE ADMISSAO  PARALELA A;MOTOR;18,0;2535,12
PC004296;PNEU RADIAL 295/80 REFORCADO ORIGINAL;RODAS_PNEUS;6,0;900,58
PC004297;MACANETA DE PORTA LEVE PARALELA A;CARROCERIA;81,0;632,62
PC004298;CUBO DE RODA PESADO REMANUFATURADO;RODAS_PNEUS;127,0;911,45
PC004299;BOMBA D AGUA REFORCADO ORIGINAL;ARREFECIMENTO;2,0;988,95
PC004300;PASTILHA DE FREIO LEVE PARALELA A;FREIOS;17,0;141,91
PC004301;CAIXA DE CAMBIO COMPLETA PESADO ORIGINAL;TRANSMISSAO;30,0;6760,16
PC004302;ALTERNADOR PESADO PARALELA B;ELETRICA;6,0;929,66
PC004303;LANTERNA TRASEIRA PESADO PARALELA A;ELETRICA;22,0;1530,38
PC004304;MOTOR DE PARTIDA  ORIGINAL;ELETRICA;69,0;811,24
PC004305;JUNTA DE CABECOTE  REMANUFATURADO;MOTOR;47,0;3718,87
PC004306;SENSOR ABS LEVE ORIGINAL;ELETRICA;19,0;1150,01
PC004307;RESERVATORIO EXPANSAO LEVE PARALELA A;ARREFECIMENTO;6,0;143,51
PC004308;TURBO COMPRESSOR REFORCADO REMANUFATURADO;MOTOR;33,0;327,57
PC004309;MANGUEIRA RADIADOR REFORCADO PARALELA A;ARREFECIMENTO;41,0;637,27
PC004310;PINO MESTRE PESADO REMANUFATURADO;SUSPENSAO;11,0;122,36
PC004311;QUINTA RODA COMPLETA LEVE REMANUFATURADO;ARTICULACAO_5RODA;20,0;405,71
PC004312;EIXO CARDAN PESADO PARALELA A;TRANSMISSAO;2,0;6974,48
PC004313;PLATO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;6,0;4840,94
PC004314;FILTRO DE OLEO MOTOR STD PARALELA A;MOTOR;40,0;248,03
PC004315;BATERIA 150AH PESADO ORIGINAL;ELETRICA;3,0;126,25
PC004316;DISCO DE FREIO STD ORIGINAL;FREIOS;20,0;89,96
PC004317;CILINDRO MESTRE LEVE ORIGINAL;FREIOS;25,0;74,81
PC004318;CHICOTE ELETRICO LEVE ORIGINAL;ELETRICA;2,0;876,97
PC004319;PARAFUSO DE RODA REFORCADO ORIGINAL;RODAS_PNEUS;22,0;732,76
PC004320;RADIADOR COMPLETO STD PARALELA A;ARREFECIMENTO;20,0;521,9
PC004321;FILTRO DE OLEO CAMBIO  PARALELA A;FILTROS;18,0;95,2
PC004322;ESPELHO RETROVISOR STD PARALELA A;CARROCERIA;47,0;397,41
PC004323;RODA DE ACO ARO 22 LEVE ORIGINAL;RODAS_PNEUS;2,0;585,26
PC004324;VIDRO LATERAL REFORCADO ORIGINAL;CARROCERIA;68,0;395,65
PC004325;MANGOTE PNEUMATICO REFORCADO REMANUFATURADO;ARTICULACAO_5RODA;5,0;1571,22
PC004326;PARA-BRISA PESADO ORIGINAL;CARROCERIA;28,0;98,26
PC004327;AMORTECEDOR DIANTEIRO REFORCADO REMANUFATURADO;SUSPENSAO;7,0;1164,28
PC004328;FILTRO DE COMBUSTIVEL PESADO REMANUFATURADO;FILTROS;6,0;99,78
PC004329;FILTRO DE AR MOTOR PESADO PARALELA A;FILTROS;0,0;40,88
PC004330;VALVULA TERMOSTATICA STD PARALELA B;ARREFECIMENTO;3,0;539,53
PC004331;CAMARA DE AR PESADO PARALELA A;RODAS_PNEUS;24,0;164,93
PC004332;FEIXE DE MOLA LEVE PARALELA A;SUSPENSAO;4,0;298,5
PC004333;CORREIA DENTADA PESADO REMANUFATURADO;MOTOR;1,0;4733,66
PC004334;ROLAMENTO DE RODA REFORCADO ORIGINAL;RODAS_PNEUS;10,0;2054,1
PC004335;SINCRONIZADOR STD ORIGINAL;TRANSMISSAO;3,0;6771,49
PC004336;BOLSA DE AR SUSPENSAO LEVE ORIGINAL;SUSPENSAO;68,0;721,82
PC004337;MANGUEIRA DE FREIO AR STD ORIGINAL;FREIOS;17,0;135,31
PC004338;FILTRO SEPARADOR AGUA REFORCADO ORIGINAL;FILTROS;2,0;78,79
PC004340;CRUZETA CARDAN LEVE PARALELA A;TRANSMISSAO;4,0;3341,81
PC004341;PARA-CHOQUE DIANTEIRO LEVE PARALELA B;CARROCERIA;3,0;393,71
PC004342;VALVULA DE FREIO STD ORIGINAL;FREIOS;37,0;167,25
PC004343;FAROL DIANTEIRO LED  REMANUFATURADO;ELETRICA;129,0;945,84
PC004344;BARRA ESTABILIZADORA PESADO PARALELA B;SUSPENSAO;54,0;761,27
PC004345;AMORTECEDOR TRASEIRO REFORCADO PARALELA A;SUSPENSAO;11,0;887,51
PC004346;FILTRO DE CABINE  REMANUFATURADO;FILTROS;3,0;21,84
PC004347;ENGATE DE REBOQUE STD ORIGINAL;ARTICULACAO_5RODA;19,0;692,08
PC004348;DISCO DE EMBREAGEM  ORIGINAL;TRANSMISSAO;36,0;3246,31
PC004349;SAPATA DE FREIO  PARALELA A;FREIOS;5,0;179,04
PC004350;BICO INJETOR LEVE PARALELA A;MOTOR;14,0;2921,37
PC004351;BUCHA DE MOLA  REMANUFATURADO;SUSPENSAO;18,0;324,84
PC004352;VENTOINHA STD REMANUFATURADO;ARREFECIMENTO;4,0;195,45
PC004353;CAMISA DE CILINDRO LEVE PARALELA B;MOTOR;39,0;4840,61
PC004354;BOMBA INJETORA  PARALELA B;MOTOR;14,0;3820,43
PC004355;TAMBOR DE FREIO PESADO REMANUFATURADO;FREIOS;19,0;135,47
PC004356;ROLAMENTO DE EMBREAGEM LEVE PARALELA A;TRANSMISSAO;19,0;446,44
PC004357;PINO REI REFORCADO REMANUFATURADO;ARTICULACAO_5RODA;17,0;1484,1
PC004358;PARA-LAMA STD REMANUFATURADO;CARROCERIA;73,0;321,74
PC004360;PNEU RADIAL 295/80 STD PARALELA B;RODAS_PNEUS;13,0;761,16
PC004361;MACANETA DE PORTA REFORCADO PARALELA A;CARROCERIA;45,0;682,29
PC004362;CUBO DE RODA STD ORIGINAL;RODAS_PNEUS;313,0;561,94
PC004363;BOMBA D AGUA PESADO REMANUFATURADO;ARREFECIMENTO;11,0;928,8
PC004364;PASTILHA DE FREIO LEVE ORIGINAL;FREIOS;3,0;177,85
PC004365;CAIXA DE CAMBIO COMPLETA LEVE ORIGINAL;TRANSMISSAO;4,0;6211,6
PC004366;ALTERNADOR REFORCADO ORIGINAL;ELETRICA;8,0;714,29
PC004367;LANTERNA TRASEIRA REFORCADO PARALELA B;ELETRICA;4,0;275,29
PC004368;MOTOR DE PARTIDA PESADO PARALELA A;ELETRICA;55,0;648,26
PC004369;JUNTA DE CABECOTE LEVE ORIGINAL;MOTOR;42,0;2311,87
PC004370;SENSOR ABS LEVE PARALELA A;ELETRICA;70,0;917,56
PC004371;RESERVATORIO EXPANSAO PESADO ORIGINAL;ARREFECIMENTO;6,0;745,01
PC004372;TURBO COMPRESSOR REFORCADO PARALELA A;MOTOR;24,0;2115,65
PC004373;MANGUEIRA RADIADOR PESADO PARALELA A;ARREFECIMENTO;53,0;570,22
PC004374;PINO MESTRE STD REMANUFATURADO;SUSPENSAO;15,0;986,14
PC004375;QUINTA RODA COMPLETA PESADO ORIGINAL;ARTICULACAO_5RODA;8,0;2343,09
PC004376;EIXO CARDAN LEVE PARALELA B;TRANSMISSAO;5,0;7994,19
PC004377;PLATO DE EMBREAGEM LEVE PARALELA A;TRANSMISSAO;7,0;2343,69
PC004378;FILTRO DE OLEO MOTOR LEVE PARALELA A;MOTOR;4,0;4570,91
PC004379;BATERIA 150AH  PARALELA B;ELETRICA;135,0;968,84
PC004380;DISCO DE FREIO LEVE ORIGINAL;FREIOS;48,0;153,0
PC004381;CILINDRO MESTRE  REMANUFATURADO;FREIOS;6,0;129,23
PC004382;CHICOTE ELETRICO STD ORIGINAL;ELETRICA;5,0;596,19
PC004383;PARAFUSO DE RODA  ORIGINAL;RODAS_PNEUS;16,0;573,62
PC004384;RADIADOR COMPLETO  REMANUFATURADO;ARREFECIMENTO;28,0;560,42
PC004385;FILTRO DE OLEO CAMBIO LEVE ORIGINAL;FILTROS;9,0;76,02
PC004386;ESPELHO RETROVISOR  PARALELA A;CARROCERIA;11,0;88,75
PC004387;RODA DE ACO ARO 22 LEVE ORIGINAL;RODAS_PNEUS;80,0;1356,86
PC004388;VIDRO LATERAL  REMANUFATURADO;CARROCERIA;5,0;928,88
PC004389;MANGOTE PNEUMATICO STD ORIGINAL;ARTICULACAO_5RODA;5,0;1800,89
PC004390;PARA-BRISA PESADO ORIGINAL;CARROCERIA;8,0;594,64
PC004391;AMORTECEDOR DIANTEIRO STD PARALELA A;SUSPENSAO;22,0;955,07
PC004392;FILTRO DE COMBUSTIVEL STD ORIGINAL;FILTROS;12,0;49,31
PC004393;FILTRO DE AR MOTOR STD REMANUFATURADO;FILTROS;23,0;111,38
PC004394;VALVULA TERMOSTATICA LEVE ORIGINAL;ARREFECIMENTO;4,0;831,49
PC004395;CAMARA DE AR REFORCADO PARALELA A;RODAS_PNEUS;9,0;1074,65
PC004396;FEIXE DE MOLA STD PARALELA A;SUSPENSAO;18,0;907,76
PC004397;CORREIA DENTADA REFORCADO ORIGINAL;MOTOR;2,0;857,82
PC004398;ROLAMENTO DE RODA PESADO REMANUFATURADO;RODAS_PNEUS;37,0;382,75
PC004399;SINCRONIZADOR PESADO PARALELA A;TRANSMISSAO;1,0;377,38
PC004400;BOLSA DE AR SUSPENSAO LEVE PARALELA B;SUSPENSAO;3,0;840,3
PC004401;MANGUEIRA DE FREIO AR LEVE REMANUFATURADO;FREIOS;9,0;244,54
PC004402;FILTRO SEPARADOR AGUA PESADO ORIGINAL;FILTROS;25,0;82,16
PC004403;LONA DE FREIO LEVE REMANUFATURADO;FREIOS;26,0;178,0
PC004404;CRUZETA CARDAN REFORCADO PARALELA A;TRANSMISSAO;2,0;7445,63
PC004405;PARA-CHOQUE DIANTEIRO PESADO PARALELA A;CARROCERIA;99,0;888,61
PC004406;VALVULA DE FREIO LEVE ORIGINAL;FREIOS;25,0;142,53
PC004407;FAROL DIANTEIRO LED LEVE REMANUFATURADO;ELETRICA;2,0;464,06
PC004408;BARRA ESTABILIZADORA STD ORIGINAL;SUSPENSAO;37,0;527,28
PC004409;AMORTECEDOR TRASEIRO REFORCADO REMANUFATURADO;SUSPENSAO;5,0;850,76
PC004411;ENGATE DE REBOQUE PESADO ORIGINAL;ARTICULACAO_5RODA;130,0;1806,51
PC004412;DISCO DE EMBREAGEM REFORCADO ORIGINAL;TRANSMISSAO;6,0;4604,16
PC004413;SAPATA DE FREIO PESADO ORIGINAL;FREIOS;21,0;134,76
PC004414;BICO INJETOR REFORCADO ORIGINAL;MOTOR;8,0;534,54
PC004415;BUCHA DE MOLA LEVE ORIGINAL;SUSPENSAO;20,0;830,67
PC004416;VENTOINHA STD PARALELA A;ARREFECIMENTO;1,0;623,31
PC004417;CAMISA DE CILINDRO REFORCADO PARALELA B;MOTOR;13,0;5385,6
PC004418;BOMBA INJETORA  ORIGINAL;MOTOR;35,0;2928,23
PC004419;TAMBOR DE FREIO PESADO PARALELA A;FREIOS;6,0;161,24
PC004420;ROLAMENTO DE EMBREAGEM  PARALELA B;TRANSMISSAO;6,0;5846,68
PC004421;PINO REI PESADO ORIGINAL;ARTICULACAO_5RODA;16,0;859,03
PC004422;PARA-LAMA  PARALELA B;CARROCERIA;2,0;259,29
PC004423;VALVULA DE ADMISSAO REFORCADO PARALELA A;MOTOR;172,0;683,51
PC004424;PNEU RADIAL 295/80 STD ORIGINAL;RODAS_PNEUS;22,0;1269,1
PC004425;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;12,0;986,53
PC004426;CUBO DE RODA STD PARALELA A;RODAS_PNEUS;83,0;764,53
PC004427;BOMBA D AGUA  PARALELA B;ARREFECIMENTO;11,0;511,9
PC004428;PASTILHA DE FREIO  REMANUFATURADO;FREIOS;2,0;138,82
PC004429;CAIXA DE CAMBIO COMPLETA STD PARALELA A;TRANSMISSAO;6,0;649,14
PC004430;ALTERNADOR PESADO PARALELA B;ELETRICA;41,0;637,1
PC004431;LANTERNA TRASEIRA STD PARALELA A;ELETRICA;0,0;323,02
PC004432;MOTOR DE PARTIDA PESADO ORIGINAL;ELETRICA;16,0;1185,96
PC004433;JUNTA DE CABECOTE REFORCADO REMANUFATURADO;MOTOR;6,0;4392,06
PC004434;SENSOR ABS STD PARALELA B;ELETRICA;18,0;397,45
PC004435;RESERVATORIO EXPANSAO STD ORIGINAL;ARREFECIMENTO;15,0;832,64
PC004436;TURBO COMPRESSOR  PARALELA B;MOTOR;7,0;3816,34
PC004437;MANGUEIRA RADIADOR PESADO PARALELA A;ARREFECIMENTO;40,0;544,56
PC004438;PINO MESTRE PESADO PARALELA B;SUSPENSAO;9,0;133,31
PC004439;QUINTA RODA COMPLETA PESADO ORIGINAL;ARTICULACAO_5RODA;453,0;2449,06
PC004440;EIXO CARDAN LEVE PARALELA A;TRANSMISSAO;30,0;5857,91
PC004441;PLATO DE EMBREAGEM  REMANUFATURADO;TRANSMISSAO;3,0;1346,2
PC004442;FILTRO DE OLEO MOTOR REFORCADO PARALELA A;MOTOR;53,0;4913,19
PC004443;BATERIA 150AH  ORIGINAL;ELETRICA;69,0;1393,87
PC004444;DISCO DE FREIO REFORCADO PARALELA B;FREIOS;3,0;126,28
PC004445;CILINDRO MESTRE STD ORIGINAL;FREIOS;16,0;348,31
PC004446;CHICOTE ELETRICO  ORIGINAL;ELETRICA;9,0;1326,58
PC004447;PARAFUSO DE RODA  ORIGINAL;RODAS_PNEUS;16,0;915,64
PC004448;RADIADOR COMPLETO PESADO PARALELA A;ARREFECIMENTO;16,0;882,8
PC004449;FILTRO DE OLEO CAMBIO REFORCADO PARALELA A;FILTROS;41,0;54,86
PC004450;ESPELHO RETROVISOR STD REMANUFATURADO;CARROCERIA;31,0;294,63
PC004451;RODA DE ACO ARO 22  ORIGINAL;RODAS_PNEUS;9,0;1526,14
PC004452;VIDRO LATERAL STD ORIGINAL;CARROCERIA;0,0;831,19
PC004453;MANGOTE PNEUMATICO STD PARALELA A;ARTICULACAO_5RODA;7,0;818,05
PC004454;PARA-BRISA PESADO ORIGINAL;CARROCERIA;144,0;508,47
PC004455;AMORTECEDOR DIANTEIRO REFORCADO REMANUFATURADO;SUSPENSAO;2,0;540,91
PC004457;FILTRO DE AR MOTOR STD ORIGINAL;FILTROS;10,0;40,34
PC004458;VALVULA TERMOSTATICA STD PARALELA A;ARREFECIMENTO;3,0;137,55
PC004459;CAMARA DE AR PESADO PARALELA A;RODAS_PNEUS;121,0;671,05
PC004460;FEIXE DE MOLA PESADO ORIGINAL;SUSPENSAO;21,0;683,62
PC004461;CORREIA DENTADA  PARALELA B;MOTOR;21,0;4716,5
PC004462;ROLAMENTO DE RODA LEVE PARALELA A;RODAS_PNEUS;4,0;937,29
PC004464;BOLSA DE AR SUSPENSAO REFORCADO ORIGINAL;SUSPENSAO;18,0;485,61
PC004465;MANGUEIRA DE FREIO AR PESADO ORIGINAL;FREIOS;11,0;104,72
PC004466;FILTRO SEPARADOR AGUA STD PARALELA A;FILTROS;1,0;93,87
PC004467;LONA DE FREIO PESADO ORIGINAL;FREIOS;80,0;137,9
PC004468;CRUZETA CARDAN STD REMANUFATURADO;TRANSMISSAO;25,0;324,99
PC004469;PARA-CHOQUE DIANTEIRO  PARALELA B;CARROCERIA;62,0;166,51
PC004470;VALVULA DE FREIO REFORCADO ORIGINAL;FREIOS;13,0;232,8
PC004471;FAROL DIANTEIRO LED LEVE PARALELA B;ELETRICA;21,0;246,7
PC004472;BARRA ESTABILIZADORA LEVE PARALELA A;SUSPENSAO;26,0;1121,33
PC004473;AMORTECEDOR TRASEIRO  ORIGINAL;SUSPENSAO;5,0;695,2
PC004474;FILTRO DE CABINE REFORCADO PARALELA A;FILTROS;3,0;106,29
PC004475;ENGATE DE REBOQUE PESADO PARALELA A;ARTICULACAO_5RODA;10,0;651,67
PC004476;DISCO DE EMBREAGEM LEVE PARALELA A;TRANSMISSAO;78,0;5427,62
PC004477;SAPATA DE FREIO REFORCADO ORIGINAL;FREIOS;61,0;170,39
PC004478;BICO INJETOR STD PARALELA A;MOTOR;1,0;1644,14
PC004479;BUCHA DE MOLA REFORCADO ORIGINAL;SUSPENSAO;0,0;626,19
PC004480;VENTOINHA LEVE REMANUFATURADO;ARREFECIMENTO;0,0;904,12
PC004481;CAMISA DE CILINDRO PESADO PARALELA B;MOTOR;2,0;2333,38
PC004482;BOMBA INJETORA REFORCADO ORIGINAL;MOTOR;178,0;1032,19
PC004483;TAMBOR DE FREIO STD PARALELA B;FREIOS;31,0;325,24
PC004484;ROLAMENTO DE EMBREAGEM  ORIGINAL;TRANSMISSAO;90,0;3125,82
PC004485;PINO REI LEVE PARALELA A;ARTICULACAO_5RODA;26,0;2006,43
PC004486;PARA-LAMA REFORCADO REMANUFATURADO;CARROCERIA;56,0;218,46
PC004487;VALVULA DE ADMISSAO STD REMANUFATURADO;MOTOR;93,0;1765,17
PC004488;PNEU RADIAL 295/80 REFORCADO PARALELA A;RODAS_PNEUS;7,0;281,98
PC004489;MACANETA DE PORTA REFORCADO ORIGINAL;CARROCERIA;15,0;337,84
PC004490;CUBO DE RODA LEVE PARALELA A;RODAS_PNEUS;55,0;1080,93
PC004491;BOMBA D AGUA  REMANUFATURADO;ARREFECIMENTO;167,0;662,38
PC004492;PASTILHA DE FREIO  PARALELA B;FREIOS;24,0;130,86
PC004493;CAIXA DE CAMBIO COMPLETA REFORCADO PARALELA B;TRANSMISSAO;3,0;2172,08
PC004494;ALTERNADOR LEVE ORIGINAL;ELETRICA;598,0;161,36
PC004495;LANTERNA TRASEIRA REFORCADO PARALELA B;ELETRICA;7,0;1199,32
PC004496;MOTOR DE PARTIDA REFORCADO ORIGINAL;ELETRICA;164,0;1236,37
PC004498;SENSOR ABS PESADO PARALELA A;ELETRICA;112,0;938,07
PC004499;RESERVATORIO EXPANSAO PESADO PARALELA B;ARREFECIMENTO;6,0;442,35
PC004500;TURBO COMPRESSOR STD REMANUFATURADO;MOTOR;40,0;5111,64
PC004501;MANGUEIRA RADIADOR STD PARALELA A;ARREFECIMENTO;2,0;412,05
PC004502;PINO MESTRE REFORCADO ORIGINAL;SUSPENSAO;53,0;177,16
PC004503;QUINTA RODA COMPLETA STD PARALELA B;ARTICULACAO_5RODA;23,0;2116,77
PC004504;EIXO CARDAN  PARALELA A;TRANSMISSAO;58,0;4823,52
PC004505;PLATO DE EMBREAGEM STD PARALELA B;TRANSMISSAO;13,0;6622,01
PC004507;BATERIA 150AH REFORCADO ORIGINAL;ELETRICA;35,0;1121,8
PC004508;DISCO DE FREIO REFORCADO PARALELA A;FREIOS;40,0;279,39
PC004509;CILINDRO MESTRE STD ORIGINAL;FREIOS;16,0;143,68
PC004510;CHICOTE ELETRICO STD REMANUFATURADO;ELETRICA;50,0;1338,11
PC004511;PARAFUSO DE RODA REFORCADO ORIGINAL;RODAS_PNEUS;10,0;1000,79
PC004512;RADIADOR COMPLETO STD ORIGINAL;ARREFECIMENTO;172,0;937,3
PC004514;ESPELHO RETROVISOR STD REMANUFATURADO;CARROCERIA;7,0;427,14
PC004515;RODA DE ACO ARO 22 STD ORIGINAL;RODAS_PNEUS;104,0;292,03
PC004516;VIDRO LATERAL LEVE REMANUFATURADO;CARROCERIA;87,0;442,86
PC004517;MANGOTE PNEUMATICO  PARALELA B;ARTICULACAO_5RODA;3,0;772,4
PC004518;PARA-BRISA REFORCADO ORIGINAL;CARROCERIA;16,0;749,86
PC004519;AMORTECEDOR DIANTEIRO REFORCADO PARALELA B;SUSPENSAO;2,0;492,99
PC004520;FILTRO DE COMBUSTIVEL STD PARALELA A;FILTROS;32,0;47,56
PC004521;FILTRO DE AR MOTOR LEVE PARALELA A;FILTROS;25,0;108,66
PC004522;VALVULA TERMOSTATICA REFORCADO PARALELA B;ARREFECIMENTO;6,0;806,54
PC004523;CAMARA DE AR STD ORIGINAL;RODAS_PNEUS;18,0;1246,27
PC004524;FEIXE DE MOLA PESADO REMANUFATURADO;SUSPENSAO;8,0;1154,6
PC004525;CORREIA DENTADA STD PARALELA B;MOTOR;23,0;4741,25
PC004526;ROLAMENTO DE RODA STD PARALELA B;RODAS_PNEUS;42,0;1173,72
PC004527;SINCRONIZADOR LEVE PARALELA B;TRANSMISSAO;6,0;1274,53
PC004528;BOLSA DE AR SUSPENSAO  ORIGINAL;SUSPENSAO;67,0;757,85
PC004529;MANGUEIRA DE FREIO AR LEVE PARALELA B;FREIOS;13,0;72,08
PC004530;FILTRO SEPARADOR AGUA REFORCADO ORIGINAL;FILTROS;16,0;39,78
PC004531;LONA DE FREIO STD PARALELA A;FREIOS;73,0;95,94
PC004532;CRUZETA CARDAN STD PARALELA B;TRANSMISSAO;35,0;6870,1
PC004533;PARA-CHOQUE DIANTEIRO  ORIGINAL;CARROCERIA;94,0;1107,66
PC004534;VALVULA DE FREIO PESADO REMANUFATURADO;FREIOS;11,0;338,37
PC004535;FAROL DIANTEIRO LED STD PARALELA B;ELETRICA;7,0;64,33
