Produto;Data;Quantidade;Valor Total;Categoria
Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper;30/07/2011;39;307,42;Office Supplies
Staples SlimLine Pencil Sharpener;30/07/2011;48;608,29;Office Supplies
"Avery® 3 1/2"" Diskette Storage Pages, 10/Pack";30/07/2011;30;299,66;Office Supplies
Ibico Covers for Plastic or Wire Binding Elements;30/07/2011;40;434,62;Office Supplies
White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;31/07/2011;14;593,62;Office Supplies
"Fiskars 8"" Scissors, 2/Pack";31/07/2011;19;327,15;Office Supplies
Bagged Rubber Bands;31/07/2011;31;38,52;Office Supplies
Array® Memo Cubes;31/07/2011;20;100,4;Office Supplies
Xerox 195;01/08/2011;38;283,65;Office Supplies
Bevis Rectangular Conference Tables;01/08/2011;36;5140,08;Furniture
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4";02/08/2011;23;195,61;Office Supplies
Belkin F5C206VTEL 6 Outlet Surge;02/08/2011;6;157,94;Office Supplies
Colored Envelopes;02/08/2011;23;104,82;Office Supplies
3.6 Cubic Foot Counter Height Office Refrigerator;02/08/2011;34;9626,86;Office Supplies
Xerox 1949;03/08/2011;48;238,79;Office Supplies
Prang Colored Pencils;03/08/2011;47;148,26;Office Supplies
Soundgear TeleForum DX Desktop Conference Phone;03/08/2011;10;910,98;Technology
Eldon® Expressions Wood and Plastic Desk Accessories, Oak;03/08/2011;41;417,53;Furniture
TI 30X Scientific Calculator;03/08/2011;42;493,56;Technology
Assorted Color Push Pins;04/08/2011;6;11,15;Office Supplies
Bretford Rectangular Conference Table Tops;04/08/2011;22;8218,16;Furniture
T18;04/08/2011;10;931,15;Technology
Newell 343;04/08/2011;41;127,84;Office Supplies
Newell 35;05/08/2011;22;79,04;Office Supplies
Balt Solid Wood Rectangular Table;05/08/2011;13;1330,73;Furniture
GBC DocuBind P100 Manual Binding Machine;05/08/2011;42;6427,18;Office Supplies
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables;06/08/2011;25;5503,39;Furniture
DS/HD IBM Formatted Diskettes, 10/Pack - Staples;06/08/2011;7;39,01;Technology
DAX Solid Wood Frames;06/08/2011;6;62,03;Furniture
Staples 4 Outlet Surge Protector;07/08/2011;48;385,99;Office Supplies
SAFCO Arco Folding Chair;07/08/2011;22;6396,2;Furniture
Binder Clips by OIC;07/08/2011;1;2,24;Office Supplies
Lock-Up Easel 'Spel-Binder';07/08/2011;34;937,04;Office Supplies
"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon";07/08/2011;29;857,42;Technology
U.S. Robotics 56K Internet Call Modem;07/08/2011;17;1616,64;Technology
Xerox 1893;08/08/2011;43;1779,87;Office Supplies
Acme® Office Executive Series Stainless Steel Trimmers;08/08/2011;49;450,66;Office Supplies
GBC VeloBinder Electric Binding Machine;08/08/2011;22;2684,98;Office Supplies
GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;08/08/2011;30;442,76;Office Supplies
Xerox 1929;08/08/2011;12;270,23;Office Supplies
Home/Office Personal File Carts;08/08/2011;20;660,27;Office Supplies
Serrated Blade or Curved Handle Hand Letter Openers;08/08/2011;35;106,06;Office Supplies
"Executive Impressions 12"" Wall Clock";09/08/2011;41;726,22;Furniture
Advantus Push Pins, Aluminum Head;09/08/2011;2;14,39;Office Supplies
Staples Gold Paper Clips;09/08/2011;3;10,33;Office Supplies
Xerox 1949;09/08/2011;4;25,82;Office Supplies
Peel & Stick Add-On Corner Pockets;09/08/2011;17;42,29;Office Supplies
Hon iLevel Computer Training Table;09/08/2011;17;579,71;Furniture
Stockwell Push Pins;10/08/2011;30;68,14;Office Supplies
DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size;10/08/2011;6;126,02;Furniture
Dana Halogen Swing-Arm Architect Lamp;10/08/2011;23;1003,31;Furniture
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock;10/08/2011;19;1410,44;Furniture
Poly Designer Cover & Back;10/08/2011;31;615,58;Office Supplies
SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black;10/08/2011;17;6048,18;Furniture
Lifetime Advantage Folding Chairs, 4/Carton;10/08/2011;41;8387,1;Furniture
Xerox 1966;11/08/2011;30;199,11;Office Supplies
i470;11/08/2011;13;2388,64;Technology
6000;11/08/2011;20;1108,37;Technology
"Computer Room Manger, 14""";11/08/2011;33;1053,74;Furniture
Avery 491;11/08/2011;28;126,95;Office Supplies
Sauder Forest Hills Library, Woodland Oak Finish;11/08/2011;23;3301,33;Furniture
VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine;12/08/2011;16;2631,11;Technology
Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish;12/08/2011;48;18235,47;Office Supplies
Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11;12/08/2011;36;240,14;Office Supplies
Avery 506;13/08/2011;44;176,26;Office Supplies
Metal Folding Chairs, Beige, 4/Carton;13/08/2011;7;261,17;Furniture
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection;13/08/2011;13;409,97;Office Supplies
Riverside Furniture Stanwyck Manor Table Series;14/08/2011;29;8122,53;Furniture
Southworth 25% Cotton Antique Laid Paper & Envelopes;14/08/2011;9;73,05;Office Supplies
Tennsco Lockers, Gray;14/08/2011;44;950,3;Office Supplies
Sauder Camden County Collection Libraries, Planked Cherry Finish;14/08/2011;29;3218,42;Furniture
Newell 312;14/08/2011;3;19,57;Office Supplies
Xerox 1978;15/08/2011;26;161,96;Office Supplies
Balt Solid Wood Rectangular Table;15/08/2011;44;4530,96;Furniture
Xerox 1977;15/08/2011;38;262,9;Office Supplies
Lifetime Advantage Folding Chairs, 4/Carton;16/08/2011;44;10087,6;Furniture
US Robotics 56K V.92 Internal PCI Faxmodem;16/08/2011;28;1457,78;Technology
Acco® Hot Clips Clips to Go;16/08/2011;4;14,75;Office Supplies
Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order;16/08/2011;32;4655,07;Furniture
Microsoft Natural Multimedia Keyboard;16/08/2011;34;1608,08;Technology
"Bevis Round Bullnose 29"" High Table Top";17/08/2011;41;10714,78;Furniture
Xerox 210;17/08/2011;15;105,48;Office Supplies
Avery 498;17/08/2011;37;111,37;Office Supplies
Xerox 1983;17/08/2011;22;136,18;Office Supplies
Heavy-Duty E-Z-D® Binders;17/08/2011;11;127,32;Office Supplies
Avery Legal 4-Ring Binder;17/08/2011;10;197,21;Office Supplies
Self-Adhesive Ring Binder Labels;17/08/2011;13;50,19;Office Supplies
Belkin F5C206VTEL 6 Outlet Surge;18/08/2011;34;772,56;Office Supplies
3M Organizer Strips;18/08/2011;10;59,62;Office Supplies
3390;18/08/2011;44;2422,44;Technology
Xerox Blank Computer Paper;19/08/2011;20;400,57;Office Supplies
Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray;19/08/2011;5;397,55;Technology
Xerox Blank Computer Paper;19/08/2011;34;676,26;Office Supplies
Strathmore Photo Mount Cards;19/08/2011;24;163,14;Office Supplies
Canon F603 Scientific Calculator;20/08/2011;15;168,9;Technology
iDENi80s;20/08/2011;22;1162,4;Technology
Southworth 25% Cotton Premium Laser Paper and Envelopes;20/08/2011;6;128,56;Office Supplies
Xerox 1948;20/08/2011;30;306,92;Office Supplies
Imation 3.5 IBM Formatted Diskettes, 10/Box;20/08/2011;8;68,94;Technology
Martin-Yale Premier Letter Opener;20/08/2011;20;269,66;Office Supplies
SANFORD Major Accent Highlighters;20/08/2011;37;252,99;Office Supplies
Xerox 1959;20/08/2011;10;74,04;Office Supplies
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4";20/08/2011;16;116,11;Office Supplies
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;21/08/2011;23;3872,87;Furniture
Eldon Wave Desk Accessories;21/08/2011;1;11,81;Furniture
Imation Printable White 80 Minute CD-R Spindle, 50/Pack;21/08/2011;9;356,72;Technology
Hon 4060 Series Tables;21/08/2011;39;4211,0;Furniture
Xerox 1949;21/08/2011;28;142,18;Office Supplies
Imation 3.5 IBM Formatted Diskettes, 10/Box;21/08/2011;33;249,48;Technology
ELITE Series;21/08/2011;17;3064,66;Technology
Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad;21/08/2011;23;1316,87;Technology
"Wilson Jones Hanging View Binder, White, 1""";21/08/2011;2;19,34;Office Supplies
Durable Pressboard Binders;21/08/2011;23;84,47;Office Supplies
Binder Posts;21/08/2011;26;164,1;Office Supplies
Global Leather and Oak Executive Chair, Black;22/08/2011;50;13608,83;Furniture
Advantus SlideClip Paper Clips;22/08/2011;25;89,32;Office Supplies
Phone 918;23/08/2011;39;6888,66;Technology
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream";23/08/2011;29;214,19;Office Supplies
Accessory21;23/08/2011;43;720,61;Technology
MicroTAC 650;23/08/2011;42;2414,99;Technology
Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink;23/08/2011;4;8,87;Office Supplies
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets;23/08/2011;45;4680,89;Furniture
Hoover WindTunnel Plus Canister Vacuum;23/08/2011;15;5296,19;Office Supplies
Safco Industrial Wire Shelving;24/08/2011;33;3093,76;Office Supplies
Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set;24/08/2011;44;167,55;Office Supplies
LX 788;24/08/2011;49;6335,86;Technology
Xerox 1991;25/08/2011;15;353,52;Office Supplies
Hewlett-Packard Deskjet 3820 Color Inkjet Printer;25/08/2011;32;3046,01;Technology
Xerox 1923;25/08/2011;11;80,26;Office Supplies
Xerox 1993;25/08/2011;21;135,99;Office Supplies
Personal Creations Ink Jet Cards and Labels;25/08/2011;2;29,31;Office Supplies
Xerox 1968;25/08/2011;40;289,19;Office Supplies
"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box";25/08/2011;13;98,82;Technology
SAFCO Folding Chair Trolley;25/08/2011;37;4896,93;Furniture
Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors;25/08/2011;34;8581,25;Furniture
Accessory21;25/08/2011;39;680,86;Technology
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;26/08/2011;42;2507,48;Office Supplies
Hon 94000 Series Round Tables;26/08/2011;34;7656,3;Furniture
Accessory35;26/08/2011;44;1453,7;Technology
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case";26/08/2011;35;1131,15;Office Supplies
*Staples* Highlighting Markers;26/08/2011;5;24,91;Office Supplies
Eldon Simplefile® Box Office®;28/08/2011;7;90,58;Office Supplies
Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box;28/08/2011;17;47,12;Office Supplies
Xerox 1983;28/08/2011;32;197,93;Office Supplies
"Wilson Jones Hanging View Binder, White, 1""";28/08/2011;43;320,26;Office Supplies
Global Leather and Oak Executive Chair, Black;28/08/2011;4;1266,72;Furniture
Xerox 21;30/08/2011;39;272,39;Office Supplies
Talkabout T8367;30/08/2011;28;1491,83;Technology
"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""";30/08/2011;25;276,5;Office Supplies
DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7;30/08/2011;19;169,4;Furniture
Epson Stylus 1520 Color Inkjet Printer;31/08/2011;25;12343,07;Technology
Xerox 1881;31/08/2011;3;49,59;Office Supplies
Avery 510;31/08/2011;50;187,83;Office Supplies
Timeport L7089;31/08/2011;11;1210,05;Technology
LX 788;31/08/2011;30;4253,01;Technology
Bretford Rectangular Conference Table Tops;31/08/2011;1;449,42;Furniture
Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats;31/08/2011;48;3397,72;Furniture
GBC VeloBinder Strips;31/08/2011;39;302,09;Office Supplies
SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp;01/09/2011;13;315,79;Technology
"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack";01/09/2011;24;206,34;Technology
Canon PC1080F Personal Copier;02/09/2011;10;6350,29;Technology
Accessory31;02/09/2011;30;932,89;Technology
"Staples 10"" Round Wall Clock";02/09/2011;40;366,87;Furniture
GBC DocuBind TL200 Manual Binding Machine;02/09/2011;1;232,67;Office Supplies
Sauder Forest Hills Library, Woodland Oak Finish;02/09/2011;34;4805,92;Furniture
"It's Hot Message Books with Stickers, 2 3/4"" x 5""";02/09/2011;21;155,73;Office Supplies
Staples® General Use 3-Ring Binders;03/09/2011;29;53,99;Office Supplies
US Robotics 56K V.92 External Faxmodem;03/09/2011;23;2296,76;Technology
Eldon® 500 Class Desk Accessories;03/09/2011;45;508,49;Furniture
Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room;03/09/2011;49;3702,92;Office Supplies
Durable Pressboard Binders;03/09/2011;7;27,01;Office Supplies
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""";03/09/2011;36;3832,37;Furniture
Xerox 1924;03/09/2011;2;27,0;Office Supplies
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";03/09/2011;4;24,77;Office Supplies
Talkabout T8367;03/09/2011;8;460,59;Technology
Smead Adjustable Mobile File Trolley with Lockable Top;04/09/2011;21;7922,69;Office Supplies
DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7;04/09/2011;23;220,97;Furniture
Canon PC940 Copier;04/09/2011;47;21555,6;Technology
T60;04/09/2011;37;2912,02;Technology
Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs;04/09/2011;49;12979,1;Furniture
6120;04/09/2011;33;1756,7;Technology
Xerox 1881;04/09/2011;16;196,98;Office Supplies
Newell 310;04/09/2011;18;33,96;Office Supplies
Staples Battery-Operated Desktop Pencil Sharpener;05/09/2011;1;13,04;Office Supplies
Global Leather Executive Chair;05/09/2011;35;12908,4;Furniture
Peel & Seel® Recycled Catalog Envelopes, Brown;05/09/2011;3;39,49;Office Supplies
Recycled Eldon Regeneration Jumbo File;05/09/2011;30;387,0;Office Supplies
Staples Paper Clips;06/09/2011;45;109,39;Office Supplies
Accessory37;06/09/2011;45;766,96;Technology
3M Organizer Strips;06/09/2011;8;53,14;Office Supplies
Wirebound Message Book, 4 per Page;06/09/2011;11;64,86;Office Supplies
Iris Project Case;07/09/2011;15;140,82;Office Supplies
Serrated Blade or Curved Handle Hand Letter Openers;07/09/2011;20;67,03;Office Supplies
Avery 504;07/09/2011;16;48,37;Office Supplies
Accessory24;07/09/2011;16;760,25;Technology
Staples 4 Outlet Surge Protector;07/09/2011;48;389,28;Office Supplies
Computer Printout Index Tabs;07/09/2011;46;75,6;Office Supplies
Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats;08/09/2011;29;2018,45;Furniture
Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle;08/09/2011;9;1031,06;Technology
Microsoft Internet Keyboard;08/09/2011;17;357,43;Technology
Decoflex Hanging Personal Folder File, Blue;08/09/2011;43;643,31;Office Supplies
Eldon® Wave Desk Accessories;08/09/2011;6;27,32;Furniture
Newell 326;08/09/2011;42;75,14;Office Supplies
Tennsco Double-Tier Lockers;08/09/2011;21;4754,08;Office Supplies
DAX Value U-Channel Document Frames, Easel Back;09/09/2011;49;266,3;Furniture
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables";09/09/2011;39;20596,58;Furniture
TimeportP7382;09/09/2011;26;4097,14;Technology
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""";10/09/2011;5;95,38;Office Supplies
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop;10/09/2011;37;1218,08;Office Supplies
Hon Valutask Swivel Chairs;10/09/2011;2;250,7;Furniture
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped";10/09/2011;5;522,06;Furniture
Global Deluxe Stacking Chair, Gray;10/09/2011;3;160,52;Furniture
Xerox 1929;10/09/2011;14;330,21;Office Supplies
Xerox 1906;10/09/2011;6;209,0;Office Supplies
Staples Brown Kraft Recycled Clasp Envelopes;11/09/2011;42;248,92;Office Supplies
i270;11/09/2011;10;567,94;Technology
SAFCO Folding Chair Trolley;11/09/2011;47;6131,54;Furniture
Wilson Jones® Four-Pocket Poly Binders;11/09/2011;16;109,9;Office Supplies
Avery Reinforcements for Hole-Punch Pages;11/09/2011;4;12,49;Office Supplies
"Seth Thomas 12"" Clock w/ Goldtone Case";11/09/2011;4;103,9;Furniture
8860;12/09/2011;10;525,67;Technology
Acme Galleria® Hot Forged Steel Scissors with Colored Handles;12/09/2011;22;351,27;Office Supplies
OIC Bulk Pack Metal Binder Clips;12/09/2011;3;15,87;Office Supplies
Avery 494;12/09/2011;40;102,56;Office Supplies
Xerox 1982;12/09/2011;4;108,87;Office Supplies
Newell 340;12/09/2011;39;105,07;Office Supplies
Staples® General Use 3-Ring Binders;12/09/2011;6;12,61;Office Supplies
Hon Metal Bookcases, Black;12/09/2011;25;1907,71;Furniture
GBC DocuBind P100 Manual Binding Machine;12/09/2011;27;4722,83;Office Supplies
Rediform S.O.S. Phone Message Books;12/09/2011;26;133,65;Office Supplies
Office Star Flex Back Scooter Chair with White Frame;13/09/2011;18;2022,65;Furniture
Accessory4;13/09/2011;45;3116,77;Technology
GBC Standard Plastic Binding Systems Combs;13/09/2011;32;294,04;Office Supplies
Fellowes Black Plastic Comb Bindings;13/09/2011;23;149,4;Office Supplies
Okidata ML395C Color Dot Matrix Printer;14/09/2011;4;5472,12;Technology
Metal Folding Chairs, Beige, 4/Carton;14/09/2011;8;301,57;Furniture
Acme Galleria® Hot Forged Steel Scissors with Colored Handles;15/09/2011;39;577,95;Office Supplies
Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS;15/09/2011;15;466,28;Technology
Hon Non-Folding Utility Tables;15/09/2011;21;2629,66;Furniture
Canon PC1060 Personal Laser Copier;15/09/2011;3;2036,97;Technology
Xerox 1953;15/09/2011;37;169,93;Office Supplies
Peel & Stick Add-On Corner Pockets;15/09/2011;36;79,02;Office Supplies
White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;15/09/2011;8;342,27;Office Supplies
Belkin ErgoBoard Keyboard;15/09/2011;38;1230,83;Technology
MicroTAC 650;15/09/2011;23;1176,94;Technology
Nu-Dell Leatherette Frames;15/09/2011;28;381,79;Furniture
Zoom V.92 USB External Faxmodem;15/09/2011;18;925,03;Technology
"Executive Impressions 12"" Wall Clock";15/09/2011;25;467,0;Furniture
80 Minute CD-R Spindle, 100/Pack - Staples;15/09/2011;20;845,7;Technology
"It's Hot Message Books with Stickers, 2 3/4"" x 5""";15/09/2011;23;166,8;Office Supplies
Xerox 1984;15/09/2011;38;261,38;Office Supplies
"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box";15/09/2011;18;168,95;Office Supplies
Colored Envelopes;15/09/2011;47;181,13;Office Supplies
Global Adaptabilities Conference Tables;15/09/2011;36;64,43;Furniture
T28 WORLD;15/09/2011;10;1529,31;Technology
Angle-D Binders with Locking Rings, Label Holders;15/09/2011;34;260,51;Office Supplies
Sharp EL500L Fraction Calculator;16/09/2011;42;642,1;Technology
Global Stack Chair without Arms, Black;17/09/2011;31;789,94;Furniture
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle";18/09/2011;48;5340,5;Furniture
Hewlett Packard 6S Scientific Calculator;19/09/2011;46;636,5;Technology
Timeport L7089;19/09/2011;25;2614,37;Technology
Timeport L7089;19/09/2011;10;1124,24;Technology
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""";19/09/2011;12;94,52;Office Supplies
Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate;19/09/2011;37;1033,44;Office Supplies
Xerox 1937;19/09/2011;25;1119,91;Office Supplies
Hot File® 7-Pocket, Floor Stand;19/09/2011;41;6863,95;Office Supplies
Xerox 1936;19/09/2011;17;351,25;Office Supplies
Carina Double Wide Media Storage Towers in Natural & Black;20/09/2011;2;206,68;Office Supplies
Canon Imageclass D680 Copier / Fax;21/09/2011;29;21046,74;Technology
Dixon My First Ticonderoga Pencil, #2;22/09/2011;24;136,42;Office Supplies
Gyration Ultra Professional Cordless Optical Suite;22/09/2011;23;6572,04;Technology
KI Conference Tables;22/09/2011;19;1051,99;Furniture
Avery 510;22/09/2011;20;76,89;Office Supplies
Deluxe Rollaway Locking File with Drawer;22/09/2011;21;8185,89;Office Supplies
Hanging Personal Folder File;22/09/2011;7;120,03;Office Supplies
Decoflex Hanging Personal Folder File, Blue;22/09/2011;32;473,0;Office Supplies
Xerox 1905;22/09/2011;34;229,51;Office Supplies
Xerox 1880;22/09/2011;48;1734,72;Office Supplies
Eldon® 400 Class Desk Accessories, Black Carbon;22/09/2011;38;325,75;Furniture
