Produto;EstoqueAtual;CustoUnitario;Fornecedor
PC006134;11,0;226,28;Não informado
PC006135;11,0;340,43;Não informado
PC006136;32,0;353,83;Não informado
PC006137;2,0;914,11;Não informado
PC006138;19,0;49,91;Não informado
PC006139;3,0;2444,96;Não informado
PC006140;19,0;260,17;Não informado
PC006141;62,0;91,98;Não informado
PC006142;5,0;5017,3;Não informado
PC006143;25,0;203,4;Não informado
PC006144;11,0;796,87;Não informado
PC006145;37,0;3318,5;Não informado
PC006146;2,0;1841,65;Não informado
PC006147;9,0;306,37;Não informado
PC006148;45,0;5975,97;Não informado
PC006149;32,0;375,53;Não informado
PC006150;23,0;759,9;Não informado
PC006151;56,0;1079,99;Não informado
PC006153;2,0;459,57;Não informado
PC006154;2,0;490,15;Não informado
PC006156;2,0;95,86;Não informado
PC006157;11,0;6484,47;Não informado
PC006159;34,0;546,73;Não informado
PC006160;47,0;887,12;Não informado
PC006161;30,0;6358,94;Não informado
PC006162;3,0;839,75;Não informado
PC006163;44,0;933,91;Não informado
PC006164;3,0;4769,47;Não informado
PC006165;10,0;184,48;Não informado
PC006167;3,0;867,65;Não informado
PC006168;5,0;4635,84;Não informado
PC006170;2,0;4432,69;Não informado
PC006171;55,0;530,61;Não informado
PC006172;6,0;366,73;Não informado
PC006173;6,0;288,26;Não informado
PC006174;43,0;1352,63;Não informado
PC006175;107,0;355,07;Não informado
PC006176;60,0;306,63;Não informado
PC006177;6,0;95,94;Não informado
PC006178;17,0;185,24;Não informado
PC006179;6,0;1683,2;Não informado
PC006180;2,0;463,38;Não informado
PC006181;2,0;2207,9;Não informado
PC006182;103,0;1030,56;Não informado
PC006183;7,0;175,17;Não informado
PC006184;293,0;84,0;Não informado
PC006185;13,0;37,62;Não informado
PC006186;23,0;816,27;Não informado
PC006187;11,0;677,28;Não informado
PC006189;6,0;238,95;Não informado
PC006190;219,0;588,3;Não informado
PC006191;50,0;4876,97;Não informado
PC006192;4,0;247,43;Não informado
PC006193;17,0;259,56;Não informado
PC006194;22,0;58,25;Não informado
PC006195;8,0;141,31;Não informado
PC006196;15,0;5405,4;Não informado
PC006197;29,0;923,59;Não informado
PC006198;0,0;72,38;Não informado
PC006199;2,0;843,52;Não informado
PC006200;62,0;620,9;Não informado
PC006201;26,0;174,39;Não informado
PC006202;5,0;73,13;Não informado
PC006203;1,0;467,08;Não informado
PC006204;7,0;6774,44;Não informado
PC006205;6,0;206,54;Não informado
PC006206;14,0;1749,78;Não informado
PC006207;60,0;295,7;Não informado
PC006208;0,0;469,33;Não informado
PC006209;12,0;2193,97;Não informado
PC006210;11,0;4112,87;Não informado
PC006212;3,0;2583,75;Não informado
PC006213;23,0;409,82;Não informado
PC006214;123,0;728,35;Não informado
PC006215;54,0;5228,36;Não informado
PC006216;130,0;696,64;Não informado
PC006218;85,0;1082,15;Não informado
PC006219;17,0;93,75;Não informado
PC006220;7,0;252,26;Não informado
PC006221;12,0;6329,92;Não informado
PC006222;6,0;588,29;Não informado
PC006223;9,0;541,88;Não informado
PC006224;46,0;1287,48;Não informado
PC006225;11,0;3540,35;Não informado
PC006226;25,0;196,26;Não informado
PC006227;5,0;475,73;Não informado
PC006228;35,0;4410,8;Não informado
PC006229;17,0;1093,54;Não informado
PC006230;11,0;89,04;Não informado
PC006231;5,0;2189,89;Não informado
PC006232;24,0;7658,21;Não informado
PC006233;15,0;7134,19;Não informado
PC006234;1,0;915,52;Não informado
PC006235;52,0;929,78;Não informado
PC006236;1,0;336,96;Não informado
PC006237;1,0;257,25;Não informado
PC006238;27,0;518,02;Não informado
PC006239;24,0;1885,59;Não informado
PC006240;13,0;354,08;Não informado
PC006241;268,0;109,96;Não informado
PC006242;27,0;435,3;Não informado
PC006243;91,0;1329,79;Não informado
PC006244;6,0;186,2;Não informado
PC006245;29,0;902,76;Não informado
PC006246;15,0;804,61;Não informado
PC006247;1,0;765,25;Não informado
PC006248;98,0;114,09;Não informado
PC006249;23,0;100,6;Não informado
PC006250;8,0;171,42;Não informado
PC006251;2,0;1407,43;Não informado
PC006252;5,0;432,52;Não informado
PC006253;6,0;5486,02;Não informado
PC006254;142,0;1492,38;Não informado
PC006255;51,0;2802,89;Não informado
PC006256;1,0;370,96;Não informado
PC006257;6,0;163,27;Não informado
PC006258;56,0;86,75;Não informado
PC006259;17,0;161,49;Não informado
PC006260;7,0;4049,25;Não informado
PC006261;4,0;185,5;Não informado
PC006262;29,0;200,86;Não informado
PC006263;3,0;828,2;Não informado
PC006264;5,0;311,18;Não informado
PC006265;1,0;174,79;Não informado
PC006266;75,0;22,04;Não informado
PC006267;30,0;2285,57;Não informado
PC006268;27,0;6144,87;Não informado
PC006269;1,0;62,58;Não informado
PC006270;1,0;4821,44;Não informado
PC006271;78,0;495,15;Não informado
PC006272;102,0;235,43;Não informado
PC006273;34,0;3450,19;Não informado
PC006274;6,0;1945,29;Não informado
PC006275;1,0;313,35;Não informado
PC006276;28,0;4379,36;Não informado
PC006277;10,0;2229,22;Não informado
PC006278;34,0;678,1;Não informado
PC006279;13,0;2959,16;Não informado
PC006280;17,0;1591,84;Não informado
PC006281;8,0;873,96;Não informado
PC006282;31,0;1056,14;Não informado
PC006283;21,0;290,74;Não informado
PC006284;4,0;130,24;Não informado
PC006285;26,0;2890,59;Não informado
PC006286;78,0;118,44;Não informado
PC006288;1,0;851,91;Não informado
PC006289;22,0;1711,55;Não informado
PC006290;26,0;181,68;Não informado
PC006291;106,0;789,68;Não informado
PC006292;1,0;4409,09;Não informado
PC006293;44,0;404,68;Não informado
PC006294;6,0;247,41;Não informado
PC006295;5,0;2066,13;Não informado
PC006296;18,0;2239,78;Não informado
PC006297;1,0;2515,61;Não informado
PC006298;50,0;4423,07;Não informado
PC006299;6,0;423,81;Não informado
PC006300;1,0;113,91;Não informado
PC006301;49,0;101,64;Não informado
PC006302;11,0;309,68;Não informado
PC006303;129,0;555,14;Não informado
PC006304;1,0;595,35;Não informado
PC006305;6,0;93,68;Não informado
PC006306;3,0;512,36;Não informado
PC006307;1,0;1417,17;Não informado
PC006308;11,0;705,06;Não informado
PC006309;3,0;655,59;Não informado
PC006310;3,0;75,81;Não informado
PC006311;5,0;986,33;Não informado
PC006312;3,0;44,97;Não informado
PC006313;6,0;51,18;Não informado
PC006314;8,0;515,21;Não informado
PC006315;14,0;902,38;Não informado
PC006316;13,0;1150,69;Não informado
PC006317;72,0;3013,36;Não informado
PC006318;8,0;1888,48;Não informado
PC006319;3,0;1456,11;Não informado
PC006320;12,0;191,84;Não informado
PC006321;7,0;392,34;Não informado
PC006322;6,0;87,13;Não informado
PC006323;46,0;62,51;Não informado
PC006324;2,0;1138,31;Não informado
PC006325;33,0;1005,12;Não informado
PC006326;16,0;109,8;Não informado
PC006327;20,0;339,37;Não informado
PC006328;22,0;359,54;Não informado
PC006329;26,0;1112,83;Não informado
PC006330;61,0;110,16;Não informado
PC006331;40,0;553,74;Não informado
PC006332;3,0;241,38;Não informado
PC006333;53,0;347,78;Não informado
PC006334;19,0;1296,65;Não informado
PC006335;17,0;281,26;Não informado
PC006336;9,0;775,76;Não informado
PC006337;8,0;1366,62;Não informado
PC006338;13,0;1647,85;Não informado
PC006339;89,0;125,81;Não informado
PC006340;55,0;3963,78;Não informado
PC006341;15,0;2337,3;Não informado
PC006342;4,0;507,27;Não informado
PC006343;2,0;3598,93;Não informado
PC006344;1,0;1571,91;Não informado
PC006345;15,0;324,3;Não informado
PC006346;90,0;368,12;Não informado
PC006347;4,0;586,87;Não informado
PC006348;6,0;54,41;Não informado
PC006349;30,0;1656,7;Não informado
PC006350;2,0;545,87;Não informado
PC006351;33,0;745,58;Não informado
PC006352;1,0;64,53;Não informado
PC006353;28,0;2352,25;Não informado
PC006354;0,0;779,7;Não informado
PC006355;3,0;168,87;Não informado
PC006356;1,0;5154,54;Não informado
PC006357;32,0;152,34;Não informado
PC006358;16,0;957,01;Não informado
PC006359;27,0;2182,78;Não informado
PC006360;20,0;1092,55;Não informado
PC006361;79,0;2417,35;Não informado
PC006362;110,0;1970,57;Não informado
PC006363;71,0;514,1;Não informado
PC006364;26,0;63,0;Não informado
PC006365;154,0;350,23;Não informado
PC006366;18,0;63,7;Não informado
PC006367;8,0;1464,52;Não informado
PC006368;2,0;360,62;Não informado
PC006369;17,0;95,56;Não informado
PC006370;56,0;841,23;Não informado
PC006371;7,0;1001,6;Não informado
PC006372;16,0;299,81;Não informado
PC006373;20,0;430,66;Não informado
PC006374;2,0;936,8;Não informado
PC006375;1,0;1168,92;Não informado
PC006376;59,0;51,44;Não informado
PC006378;47,0;864,81;Não informado
PC006379;75,0;950,84;Não informado
PC006380;8,0;1012,07;Não informado
PC006381;59,0;804,26;Não informado
PC006382;70,0;747,71;Não informado
PC006383;8,0;2336,35;Não informado
PC006384;3,0;915,34;Não informado
PC006385;9,0;198,74;Não informado
PC006386;2,0;26,18;Não informado
PC006387;3,0;289,46;Não informado
PC006389;19,0;408,27;Não informado
PC006390;1,0;69,54;Não informado
PC006391;40,0;988,63;Não informado
PC006392;10,0;371,37;Não informado
PC006393;33,0;809,43;Não informado
PC006394;2,0;71,19;Não informado
PC006395;109,0;1675,89;Não informado
PC006396;13,0;2950,84;Não informado
PC006397;7,0;183,16;Não informado
PC006398;317,0;3145,84;Não informado
PC006399;85,0;619,21;Não informado
PC006400;26,0;773,27;Não informado
PC006401;2,0;1725,98;Não informado
PC006403;47,0;293,01;Não informado
PC006404;4,0;4469,25;Não informado
PC006405;20,0;1923,94;Não informado
PC006406;5,0;335,3;Não informado
PC006407;7,0;3469,18;Não informado
PC006408;40,0;655,09;Não informado
PC006410;87,0;982,23;Não informado
PC006411;84,0;466,82;Não informado
PC006412;3,0;52,77;Não informado
PC006413;5,0;6223,52;Não informado
PC006414;5,0;1072,23;Não informado
PC006415;60,0;644,11;Não informado
PC006416;5,0;1054,92;Não informado
PC006417;21,0;3371,4;Não informado
PC006418;4,0;436,78;Não informado
PC006419;49,0;741,2;Não informado
PC006420;1,0;5254,12;Não informado
PC006421;2,0;552,69;Não informado
PC006422;82,0;1068,11;Não informado
PC006423;3,0;2640,12;Não informado
PC006424;109,0;3968,92;Não informado
PC006425;2,0;3825,88;Não informado
PC006426;5,0;2473,7;Não informado
PC006427;1,0;1171,75;Não informado
PC006428;6,0;107,84;Não informado
PC006429;5,0;48,92;Não informado
PC006430;9,0;687,77;Não informado
PC006431;20,0;252,27;Não informado
PC006432;11,0;95,5;Não informado
PC006433;76,0;76,55;Não informado
PC006434;344,0;668,81;Não informado
PC006435;23,0;1068,92;Não informado
PC006436;69,0;53,33;Não informado
PC006437;8,0;2692,24;Não informado
PC006438;66,0;900,65;Não informado
PC006439;12,0;178,55;Não informado
PC006440;9,0;112,39;Não informado
PC006441;75,0;54,64;Não informado
PC006442;28,0;774,91;Não informado
PC006443;19,0;1263,32;Não informado
PC006444;6,0;725,89;Não informado
PC006445;11,0;3241,91;Não informado
PC006446;12,0;1130,86;Não informado
PC006447;2,0;7411,13;Não informado
PC006448;5,0;511,53;Não informado
PC006449;0,0;102,94;Não informado
PC006450;29,0;41,79;Não informado
PC006451;5,0;106,83;Não informado
PC006452;72,0;322,22;Não informado
PC006453;22,0;40,06;Não informado
PC006456;26,0;647,41;Não informado
PC006457;8,0;693,63;Não informado
PC006458;12,0;38,93;Não informado
PC006459;29,0;1114,24;Não informado
PC006460;101,0;8542,4;Não informado
PC006461;79,0;59,39;Não informado
PC006462;29,0;3495,03;Não informado
PC006463;105,0;231,6;Não informado
PC006464;14,0;368,58;Não informado
PC006465;2,0;4445,51;Não informado
PC006466;32,0;1000,96;Não informado
PC006467;62,0;81,6;Não informado
PC006468;2,0;2269,29;Não informado
PC006469;3,0;450,48;Não informado
PC006470;22,0;517,38;Não informado
PC006471;2,0;314,17;Não informado
PC006472;16,0;1296,53;Não informado
PC006473;1,0;269,7;Não informado
PC006474;7,0;1535,93;Não informado
PC006475;4,0;890,23;Não informado
PC006476;10,0;292,76;Não informado
PC006477;42,0;2496,36;Não informado
PC006478;12,0;346,93;Não informado
PC006479;23,0;232,55;Não informado
PC006480;6,0;1518,33;Não informado
PC006481;17,0;2242,2;Não informado
PC006483;17,0;740,93;Não informado
PC006484;8,0;3973,65;Não informado
PC006485;77,0;145,46;Não informado
PC006486;16,0;346,8;Não informado
PC006487;16,0;452,05;Não informado
PC006488;6,0;4394,93;Não informado
PC006489;27,0;6646,93;Não informado
PC006490;2,0;3554,12;Não informado
PC006491;29,0;755,11;Não informado
PC006492;1,0;233,9;Não informado
PC006493;110,0;389,79;Não informado
PC006494;62,0;739,0;Não informado
PC006495;34,0;415,37;Não informado
PC006496;8,0;236,69;Não informado
PC006497;7,0;18,19;Não informado
PC006498;1,0;498,24;Não informado
PC006499;3,0;564,27;Não informado
PC006501;3,0;2714,36;Não informado
PC006502;103,0;181,97;Não informado
PC006503;32,0;812,79;Não informado
PC006504;6,0;16,3;Não informado
PC006505;20,0;57,27;Não informado
PC006506;3,0;645,48;Não informado
PC006507;24,0;1527,0;Não informado
PC006508;3,0;1025,7;Não informado
PC006509;4,0;383,35;Não informado
PC006510;18,0;1106,38;Não informado
PC006511;0,0;5143,23;Não informado
PC006512;37,0;289,08;Não informado
PC006513;13,0;86,25;Não informado
PC006514;36,0;52,1;Não informado
PC006515;4,0;63,6;Não informado
PC006516;10,0;6540,24;Não informado
PC006517;46,0;992,63;Não informado
PC006518;4,0;281,48;Não informado
PC006519;15,0;822,85;Não informado
PC006520;24,0;132,43;Não informado
PC006521;4,0;961,2;Não informado
PC006522;28,0;24,14;Não informado
PC006523;79,0;1776,4;Não informado
PC006524;12,0;3196,5;Não informado
PC006525;19,0;267,41;Não informado
PC006526;2,0;2761,97;Não informado
PC006527;26,0;688,43;Não informado
PC006528;102,0;134,12;Não informado
PC006529;19,0;2962,41;Não informado
PC006530;79,0;4141,0;Não informado
PC006531;236,0;308,4;Não informado
PC006533;5,0;2445,21;Não informado
PC006534;28,0;791,86;Não informado
PC006535;64,0;5426,56;Não informado
PC006536;5,0;1153,54;Não informado
PC006537;144,0;762,47;Não informado
PC006538;279,0;1649,66;Não informado
PC006539;44,0;876,79;Não informado
PC006540;1,0;118,59;Não informado
PC006541;29,0;4886,36;Não informado
PC006542;75,0;492,34;Não informado
PC006543;12,0;312,52;Não informado
PC006545;5,0;730,95;Não informado
PC006546;1,0;245,85;Não informado
PC006547;7,0;692,25;Não informado
PC006548;53,0;4396,35;Não informado
PC006549;12,0;288,55;Não informado
PC006550;58,0;769,88;Não informado
PC006551;26,0;2635,56;Não informado
PC006552;184,0;4459,46;Não informado
PC006553;2,0;4510,25;Não informado
PC006554;17,0;5487,24;Não informado
PC006555;697,0;1385,7;Não informado
PC006556;68,0;394,01;Não informado
PC006557;9,0;277,23;Não informado
PC006558;2,0;376,49;Não informado
PC006559;61,0;654,09;Não informado
PC006560;16,0;913,89;Não informado
PC006561;51,0;120,4;Não informado
PC006562;89,0;386,74;Não informado
PC006563;43,0;833,65;Não informado
PC006564;5,0;801,91;Não informado
PC006565;8,0;2124,58;Não informado
PC006566;15,0;759,08;Não informado
PC006567;1,0;733,55;Não informado
PC006568;39,0;25,37;Não informado
PC006569;294,0;21,77;Não informado
PC006570;1,0;571,95;Não informado
PC006571;187,0;145,64;Não informado
PC006572;8,0;101,92;Não informado
PC006573;18,0;1562,33;Não informado
PC006574;510,0;1447,68;Não informado
PC006575;16,0;5661,92;Não informado
PC006576;2,0;250,69;Não informado
PC006577;75,0;338,89;Não informado
PC006578;46,0;51,51;Não informado
PC006579;49,0;143,53;Não informado
PC006580;7,0;1347,63;Não informado
PC006581;9,0;157,93;Não informado
PC006582;22,0;290,94;Não informado
PC006583;3,0;658,41;Não informado
PC006584;3,0;484,05;Não informado
PC006585;3,0;224,28;Não informado
PC006586;1,0;81,3;Não informado
PC006587;14,0;1708,18;Não informado
PC006588;6,0;5911,69;Não informado
PC006589;49,0;174,25;Não informado
PC006590;4,0;1526,34;Não informado
PC006591;5,0;873,25;Não informado
PC006592;5,0;399,89;Não informado
PC006593;10,0;2194,54;Não informado
PC006594;10,0;1579,39;Não informado
PC006595;34,0;419,01;Não informado
PC006596;65,0;6825,43;Não informado
PC006597;91,0;972,59;Não informado
PC006598;33,0;976,55;Não informado
PC006599;1,0;5081,74;Não informado
PC006600;3,0;1101,19;Não informado
PC006601;10,0;856,66;Não informado
PC006602;16,0;855,74;Não informado
PC006603;17,0;554,87;Não informado
PC006604;8,0;208,48;Não informado
PC006605;14,0;1810,77;Não informado
PC006606;37,0;1079,21;Não informado
PC006607;440,0;1310,85;Não informado
PC006608;65,0;1177,6;Não informado
PC006609;226,0;1644,54;Não informado
PC006610;40,0;205,28;Não informado
PC006611;197,0;466,46;Não informado
PC006612;575,0;3809,26;Não informado
PC006613;6,0;778,51;Não informado
PC006614;12,0;1051,37;Não informado
PC006615;1,0;1308,01;Não informado
PC006616;8,0;2086,73;Não informado
PC006617;25,0;1426,21;Não informado
PC006618;39,0;263,55;Não informado
PC006619;51,0;1597,3;Não informado
PC006620;9,0;176,94;Não informado
PC006621;8,0;229,91;Não informado
PC006622;51,0;137,4;Não informado
PC006623;18,0;951,61;Não informado
PC006624;13,0;959,54;Não informado
PC006625;76,0;52,9;Não informado
PC006626;109,0;564,49;Não informado
PC006627;16,0;1396,53;Não informado
PC006628;14,0;866,0;Não informado
PC006629;15,0;2566,19;Não informado
PC006630;396,0;252,72;Não informado
PC006631;1,0;545,17;Não informado
PC006632;7,0;89,31;Não informado
PC006633;7,0;38,22;Não informado
PC006634;37,0;806,31;Não informado
PC006635;4,0;804,27;Não informado
PC006636;2,0;126,9;Não informado
PC006637;200,0;2371,72;Não informado
PC006638;51,0;1745,93;Não informado
PC006639;25,0;7475,32;Não informado
PC006640;12,0;933,96;Não informado
PC006641;3,0;306,68;Não informado
PC006642;17,0;23,78;Não informado
PC006643;53,0;169,12;Não informado
PC006644;11,0;2240,85;Não informado
PC006645;16,0;787,02;Não informado
PC006646;13,0;291,38;Não informado
PC006647;6,0;106,66;Não informado
PC006648;4,0;951,64;Não informado
PC006649;16,0;326,97;Não informado
